Type,Age,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,Description,AdoptionSpeed,Images,Breed
Cat,1.0,Male,Black,White,Unknown,Medium,No,No,No,No,Healthy,0.0,"This little sweetie wandered into my friend's house.We are not sure of the kitty's gender as it is too young. Kitty is white with cute black marks on this head. Playful and affectionate. Vaccination and neutering are compulsory, cost to be paid by adopter. Please call if you can give Kitty a home.",1.0,14f54fdb9-3.jpg,Domestic_Medium_Hair
Cat,3.0,Female,Black,White,Unknown,Small,Yes,No,No,No,Healthy,0.0,"Looking for a good home for this kitten. Left by her mother near our house, she is in need of a good home and a good owner..thank you",2.0,a68361fdb-6.jpg,Tabby
Cat,1.0,Female,Black,White,Unknown,Large,Unknown,No,No,No,Healthy,0.0,"Blueberry the new generation of snow white and polpot..sibling with Rosemerry, Mojo and Ronaldo..he he",3.0,ad002785c-2.jpg,Domestic_Long_Hair
Cat,12.0,Female,Black,Yellow,White,Medium,Yes,Unknown,Unknown,Unknown,Healthy,0.0,"She was so skinny when I found it in front my house, she changed my mind cos I tot cat very fierce.. She not very pretty cat but she everyday waiting me after work! She need a lovely sweet home..",4.0,e388a963d-3.jpg,Domestic_Short_Hair
Dog,5.0,Female,Brown,Golden,Unknown,Medium,Yes,Yes,No,Yes,Healthy,0.0,"I found cute obedient Minion abandoned at nearby market.Immediately I brought her back to my place and provide her with food, water, and clean shelter. She is very healthy and playful, especially with people and her dog friends. Hopefully she can find a home and receive the love she deserves. Her location is at Tronoh, Perak but outstation adoption can be arranged. If you think you could be the one, please contact me via PM.",4.0,be579e6ed-17.jpg,Mixed_Breed
Cat,4.0,Male,Black,Gray,White,Medium,Yes,Unknown,Unknown,Unknown,Healthy,0.0,Found this kitten by the roadside. Its around 4-5 months old and is very playful. He also has a very cute short tail :D:D:D He is very playful. Please view video to see how playful he is. He makes a wonderful pet. I hope to find a home for Jerry. Anyone interested kindly call me at. Thank You. Felicia,2.0,5149bb7f8-7.jpg,Domestic_Short_Hair
Dog,1.0,Male,Black,White,Unknown,Medium,No,Unknown,Unknown,No,Healthy,0.0,Lovely puppy looking for a forever home. If u are interested to adopt pls contact Rachel,2.0,4fdebca57-1.jpg,Mixed_Breed
Cat,3.0,Female,Black,Unknown,Unknown,Medium,Yes,No,Yes,No,Healthy,0.0,"We found Dayang wandering alone at our flat.She was so cute that we can resist and we brought her home. Shes very playful and naughty.And shes very quite.Cos I think tehres something wrng bout her voice.Very quite ;) Anyway,I wand to find a better place for Dayang.Please if you are looking for a totaally black and naughty cat,Dayang is here. Call or text us Faris Philip",1.0,0632ba05a-4.jpg,Domestic_Short_Hair
Dog,6.0,Female,Black,White,Unknown,Medium,Yes,Unknown,Unknown,Unknown,Minor Injury,0.0,"PLEASE RESCUE/ADOPT ME FROM KLANG POUND OR I WILL BE PUT TO DEATH BY THIS WEEK, 28/3/10. I don't want to die,and I will love you immensely for saving me. Help!!! Please call ----------------------------------------------------- Adoption Procedure: This dog has been caught by Majlis Perbandaran Klang, and if nobody comes forward to adopt it, it will be euthanized within a few days. Even owned dogs are also often caught, and the owners are not aware for it. Those wishing to adopt this pet from Klang Dog Pound, please follow the procedures below: 1. Drive to Pusat Kurungan Haiwan Lebuh Sultan Muhammad Kawasan Perindustrian Bandar Sultan Sulaiman Pelabuhan Klang Tel : (For Sat & Sun, opening hours are 8am - 12pm) 2. Secure a Borang Permohonan Tuntutan Anjing, Selepas Tempoh 7 hari. Complete it & ensure it is endorsed by the relevant officier & stamped with relevant chop. 3. Provide a photostated copy of your Identification Card or Passport with each application * policies & requirements stiffen day by day * Advisable to provide a copy of IC/Passport per application (Just in case) * Secure extra application if there is any inkling of additional adoption. * Don't expect any leniency (Even we committee members, slaves & beggars don't have any unless OK by big guy) 4. Please be compassionate. Put yourself in their shoes: locked inside knowing its over. THEY DO KNOW. 5. I have seen them wasted much close to D days. Don't tell me they didn't undergo heightened enxiety & despair in anticipation of the end. What's worse their owners never came for them. Directions to Klang Dog Pound ================================ 1) Use Kesas Highway 2) Head for North Port till you see the signboard that writes ""Melbourne 14 Days"", then turn Right 3) Keep Left and turn Left at traffic light 4) Stay beside flyover and turn Right at immediate traffic light 5) Drive towards Sultan Sulaiman Industrial Estate 6) Go up first set of flyover 7) Keep Left till you see Pusat Kurungan Haiwan signboard 8) Turn Left 9) Drive on till you see gravel road work beside retention pond at the right 10) Turn in and turn Right till you reach a blue-roofed pound",1.0,271ca0b0e-1.jpg,Mixed_Breed
Cat,9.0,Male,White,Unknown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,"lovely personality, a loving cat, love to lick my face and very cute Eat only preium food : blackwood/Iams Indoor cat NO BREEDER ALLOWED",1.0,541904323-2.jpg,Siamese
Cat,3.0,Male,Black,Brown,Cream,Medium,Yes,Yes,Yes,No,Healthy,0.0,"Hi! My name is Katniss. I was born early February to a resident stray cat who feeds regularly at my fosterer's house. I have a brother and a sister who are also up for adoption. The three of us are looking for a loving family who we can permanently call our own. We will be a wonderful addition to yours if you would have us. We can either be adopted separately or (preferably) together. But first, a little bit about me: - I'm a male kitten - 3 months old - My fur is brown and black, but my tummy is cream in colour with some stripes - Have been Frontlined and dewormed - Will be vaccinated soon - Very active and playful - Love hugs and cuddles - Quite sociable. I enjoy both human and cat company - Enjoy eating both kibbles and wet food - A pro at using the litterbox Please adopt me and give me a loving forever home. :) ************************************ Contact Aida at for more information.",2.0,7fd44f9f3-8.jpg,Domestic_Short_Hair
Cat,14.0,Male,Golden,Unknown,Unknown,Large,Yes,No,Yes,Yes,Healthy,0.0,"very obedient, tahu nama dia, manja, get along with human & others cat. master in catch cockroach & gecko(cicak)... (dia tak makan, buat main jer) already neutered, litter train eat blackwood. need new good home with lot off love and attention. * adopter need have space, sebab dia suka explore. jenis dengar kata kalau adopter tak bayak cat lagi baik sebab dia kadang2 jadi stress *",2.0,27268f547-3.jpg,Tabby
Cat,4.0,Female,Brown,Yellow,White,Medium,Unknown,Yes,Yes,No,Healthy,50.0,"This tricolor long hair kitten was found beside a busy road. Both of her back legs wasn't really able to walk properly, and she was found having serious hair loss on her tail. The kitten was sent to vet and found out there was some minor fracture on her left pelvis. Fortunately, there was no surgery required. After a month of medication, the kitten is now fully recovered and completely healthy! She is now having a very bushy and fluffy tail as well! She is a super sweet girl, very clingy to her hooman, and very active at the same time! She is fully ready for adoption. A minor adoption fees is required for her 1 month medication, vaccination and etc. The kitten has already dewormed and deflea, had her first vaccination. The owner must vaccinate her, keep INDOOR only, and must SPAY her when she reach the ideal age. Please contact Sam ()",3.0,2d3418da5-1.jpg,Domestic_Long_Hair
Dog,24.0,Female,Yellow,Cream,White,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,"Ms Bunny is an adorable, pretty, funny doggy. She promise to be very loving, faithful. She loves toys to the fullest. A princess by heart, she demands time, attention, training and play time. Serious adopters only.",3.0,37865f566-6.jpg,Mixed_Breed
Dog,1.0,Female,Brown,Cream,Unknown,Medium,Yes,No,Yes,No,Healthy,1.0,"Adopters must vaccinate,spay at 6 months old and keep her indoors /fenced. Call/WhatsApp:/ Address: One Petz 2-1-20 One Square, Tingkat mahsuri 1, Bayan Lepas, Penang.",1.0,5b1528841-2.jpg,Mixed_Breed
Cat,4.0,Male,White,Unknown,Unknown,Medium,Yes,No,No,No,Healthy,0.0,- Active - Playfull - Manja,1.0,38ed119b6-1.jpg,Domestic_Short_Hair
Dog,1.0,Female,Black,Brown,Unknown,Small,Yes,No,No,Unknown,Healthy,0.0,"Hello People! My name is ANGEL. Im 1month babe n young girl with full of love, life, and super cute girl. Im currently being fosterer by some way cool people because someone dumped me infront of my fosterer house field. But now im looking for a super cool forever home who can give me unconditional love. If you are interested on me, please do call my friend on this number. YAMUNA",4.0,6f3f2899c-1.jpg,Mixed_Breed
Dog,16.0,Female,Brown,White,Unknown,Large,Yes,Unknown,Yes,Yes,Healthy,200.0,"Friendly dog, good with children and very energetic. I am looking to give away Buffy to a responsible owner as soon as possible or else will be passing over to SPCA end of this month as I am moving to a condo and wont be able to have pets.",2.0,e554a9066-1.jpg,Pit_Bull_Terrier
Cat,2.0,Female,Black,Brown,Yellow,Large,Unknown,No,Yes,Unknown,Healthy,0.0,"rescue dari kedai makan. adik beradik tweety. Teentin playful. Senang bergaul dgn kucing yang lain. Bulu panjang dan kembang. Jika bela Teentin dgn baik, dia akan jadi seekor kucing yang cantik.",1.0,230b9040d-1.jpg,Domestic_Long_Hair
Dog,3.0,Female,Black,Brown,Unknown,Medium,Yes,No,Yes,No,Healthy,0.0,"Healthy, active puppy for adoption",3.0,095314294-7.jpg,Mixed_Breed
Dog,12.0,Female,Brown,White,Unknown,Medium,No,No,Yes,Yes,Healthy,0.0,"Godiva was rescued in Serdang residential area. Her group of friends were caught by dog catcher team and she is the only one left. Being stray, she is not afraid of human touch, she is believed to be fed by some household throughout the period. Godiva looks gorgeous and her unigue colour coats is the eye - catcher. Medium length hair, she is absolutely beautiful and would be a good loving companion. Please do give her a good home.",2.0,6436c1a59-1.jpg,Mixed_Breed
Cat,7.0,Male,Black,Brown,Golden,Small,Yes,No,Yes,Yes,Healthy,0.0,"very active, healthy found him in wet, sleep at the staircase",3.0,09b7cd500-1.jpg,Abyssinian
Cat,2.0,Female,Brown,Unknown,Unknown,Medium,Yes,No,Yes,No,Healthy,0.0,"She is abandoned by her mother at less then 2 weeks old..she is my first cat..It is hard for me to let her go..but I can't keep her..so sad.. at first, I have to bottle feed her and now she can eat on her own ald..there's no need to soak the kibbles enimore.. she is a gorgeous cat.. Hope someone will take good care of her.. Pls contact: .",1.0,f829fad2b-4.jpg,Domestic_Short_Hair
Dog,1.0,Female,Golden,Unknown,Unknown,Medium,Yes,No,No,No,Healthy,0.0,"She is a playful little pup, she likes to explore and she is very well behave.",3.0,599d24d23-1.jpg,Mixed_Breed
Dog,3.0,Female,Golden,Cream,White,Medium,No,Unknown,Unknown,Unknown,Healthy,0.0,Looking for good home...potty trained...,3.0,991519fdb-1.jpg,Terrier
Cat,6.0,Male,Gray,Unknown,Unknown,Small,No,No,Yes,No,Healthy,0.0,The mother of cat give birth at behind my house.it mother aready run out.3 of them aready die.please contact if willing to adopt.cat still available.,3.0,6e3457b81-1.jpg,Domestic_Medium_Hair
Dog,11.0,Male,Brown,White,Unknown,Medium,No,Yes,Unknown,Unknown,Healthy,0.0,"Lucky is adorable - he is a good guard dog, kept indoors and playful.",4.0,fe9307848-2.jpg,Mixed_Breed
Dog,1.0,Female,Brown,Unknown,Unknown,Medium,Yes,No,No,No,Healthy,0.0,Chloe is looking for a good home and family that can love her and treat her as part of the family.,2.0,43c623f94-1.jpg,Mixed_Breed
Dog,48.0,Male,Brown,White,Unknown,Large,Yes,Yes,Yes,Yes,Healthy,350.0,Pls give him a home....Max friendly with human but not friendly with another dog....if u don't have another dog at home and u not consider to take another dog then u can adopt max... The adoption fees is included neutred and vaccine fees... Terms and conditions applies. .. If u interested pls contact me ( Cammy ),4.0,117059fe3-4.jpg,Pit_Bull_Terrier
Dog,53.0,Female,Black,Cream,Unknown,Medium,Yes,Yes,Yes,Yes,Minor Injury,0.0,"A greedy and lazy pug, but she's cute and love it when people massage her back! She has a front tooth jutted out and she's clumsy! She also loves chasing and playing with another dog of mine!",0.0,e375cb119-1.jpg,Pug
Cat,1.0,Female,Golden,White,Unknown,Medium,No,No,No,No,Healthy,0.0,"Blue Eyes, golden Fur and white belly! cute n fluffy little kittie will bring you and your family love and happiness!",1.0,990e04b81-1.jpg,Domestic_Medium_Hair
